INFO 2022-07-28 22:43:57,422 database not connected
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,940 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
ERROR 2022-07-29 21:41:19,956 1366 (HY000): Incorrect integer value: 'Dress_ID' for column 'Dress_ID' at row 1
INFO 2022-07-29 21:41:19,956 Data inserted
INFO 2022-07-29 21:41:19,956 Data inserted
INFO 2022-07-29 21:41:19,956 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,971 Data inserted
INFO 2022-07-29 21:41:19,987 Data inserted
INFO 2022-07-29 21:41:19,988 Data inserted
INFO 2022-07-29 21:41:19,988 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:19,993 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,009 Data inserted
INFO 2022-07-29 21:41:20,025 Data inserted
INFO 2022-07-29 21:41:20,025 Data inserted
INFO 2022-07-29 21:41:20,025 Data inserted
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,025 Data inserted
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,025 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,040 Data inserted
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,040 Data inserted
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,040 Data inserted
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,040 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,056 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,056 Data inserted
INFO 2022-07-29 21:41:20,056 Data inserted
INFO 2022-07-29 21:41:20,056 Data inserted
INFO 2022-07-29 21:41:20,056 Data inserted
ERROR 2022-07-29 21:41:20,056 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,056 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,056 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,056 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,056 Data inserted
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,071 Data inserted
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,071 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,071 Data inserted
INFO 2022-07-29 21:41:20,071 Data inserted
INFO 2022-07-29 21:41:20,071 Data inserted
INFO 2022-07-29 21:41:20,087 Data inserted
ERROR 2022-07-29 21:41:20,087 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,087 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,087 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,087 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,087 Data inserted
ERROR 2022-07-29 21:41:20,094 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,094 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,094 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,094 Data inserted
INFO 2022-07-29 21:41:20,109 Data inserted
INFO 2022-07-29 21:41:20,109 Data inserted
INFO 2022-07-29 21:41:20,109 Data inserted
INFO 2022-07-29 21:41:20,109 Data inserted
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,109 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,125 Data inserted
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,125 Data inserted
INFO 2022-07-29 21:41:20,125 Data inserted
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,125 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,125 Data inserted
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,141 Data inserted
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,141 Data inserted
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,141 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,156 Data inserted
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,156 Data inserted
ERROR 2022-07-29 21:41:20,156 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,156 Data inserted
INFO 2022-07-29 21:41:20,156 Data inserted
INFO 2022-07-29 21:41:20,156 Data inserted
ERROR 2022-07-29 21:41:20,172 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,172 Data inserted
ERROR 2022-07-29 21:41:20,172 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,172 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,172 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,172 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,172 Data inserted
ERROR 2022-07-29 21:41:20,172 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,172 Data inserted
INFO 2022-07-29 21:41:20,172 Data inserted
INFO 2022-07-29 21:41:20,187 Data inserted
ERROR 2022-07-29 21:41:20,187 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,187 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,187 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,187 Data inserted
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,194 Data inserted
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,194 Data inserted
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,194 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,194 Data inserted
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,210 Data inserted
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,210 Data inserted
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,210 Data inserted
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,210 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,225 Data inserted
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,225 Data inserted
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,225 Data inserted
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,225 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,225 Data inserted
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,241 Data inserted
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,241 Data inserted
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,241 Data inserted
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,241 Data inserted
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,241 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,256 Data inserted
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,256 Data inserted
INFO 2022-07-29 21:41:20,256 Data inserted
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,256 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,256 Data inserted
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,272 Data inserted
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,272 Data inserted
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,272 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,272 Data inserted
INFO 2022-07-29 21:41:20,288 Data inserted
ERROR 2022-07-29 21:41:20,288 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,288 Data inserted
INFO 2022-07-29 21:41:20,294 Data inserted
INFO 2022-07-29 21:41:20,294 Data inserted
INFO 2022-07-29 21:41:20,294 Data inserted
ERROR 2022-07-29 21:41:20,294 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,294 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,294 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,294 Data inserted
INFO 2022-07-29 21:41:20,294 Data inserted
ERROR 2022-07-29 21:41:20,294 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,294 Data inserted
INFO 2022-07-29 21:41:20,310 Data inserted
INFO 2022-07-29 21:41:20,310 Data inserted
ERROR 2022-07-29 21:41:20,310 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,310 Data inserted
INFO 2022-07-29 21:41:20,310 Data inserted
ERROR 2022-07-29 21:41:20,310 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,310 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,310 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,310 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,310 Data inserted
INFO 2022-07-29 21:41:20,310 Data inserted
ERROR 2022-07-29 21:41:20,326 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,326 Data inserted
INFO 2022-07-29 21:41:20,326 Data inserted
INFO 2022-07-29 21:41:20,326 Data inserted
INFO 2022-07-29 21:41:20,341 Data inserted
INFO 2022-07-29 21:41:20,341 Data inserted
ERROR 2022-07-29 21:41:20,341 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,341 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,341 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,341 Data inserted
ERROR 2022-07-29 21:41:20,357 1054 (42S22): Unknown column 'nan' in 'field list'
INFO 2022-07-29 21:41:20,357 Data inserted
INFO 2022-07-29 21:41:20,357 Data inserted
INFO 2022-07-29 21:41:20,357 Data inserted
INFO 2022-07-29 21:41:20,357 Data inserted
INFO 2022-07-29 21:41:20,372 Data inserted
INFO 2022-07-29 21:41:20,372 Data inserted
INFO 2022-07-29 21:41:20,372 Data inserted
INFO 2022-07-29 21:41:20,372 Data inserted
INFO 2022-07-29 21:41:20,372 Data inserted
ERROR 2022-07-29 21:41:20,372 1054 (42S22): Unknown column 'nan' in 'field list'
ERROR 2022-07-29 21:41:20,372 1054 (42S22): Unknown column 'nan' in 'field list'
