,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,waiseline,Material,FabricType,Decoration,Pattern Type,Recommendation
289,616295248,party,Medium,4.8,M,Spring,o-neck,sleevless,natural,silk,chiffon,crystal,,1
290,736076633,party,very-high,4.9,L,Spring,slash-neck,sleevless,,,chiffon,flowers,,1
291,1108073621,party,Medium,0.0,free,Winter,v-neck,short,empire,,chiffon,lace,,1
292,1053002876,work,Average,5.0,free,Winter,o-neck,half,,microfiber,,,,0
293,444282011,party,very-high,4.9,M,Spring,v-neck,sleevless,empire,,sattin,beading,,1
294,949336768,Casual,high,5.0,free,Summer,v-neck,sleevless,natural,nylon,,,,1
295,961972778,Casual,very-high,0.0,small,Spring,o-neck,full,,,chiffon,applique,,0
296,893088817,Casual,Medium,4.7,M,Spring,o-neck,sleevless,natural,cotton,,bow,,1
297,952724683,party,Average,0.0,M,Spring,v-neck,sleevless,natural,,,,,1
298,855037000,Casual,Average,4.4,free,Summer,slash-neck,sleevless,empire,cotton,,,,1
299,660016574,Casual,very-high,4.6,M,winter,o-neck,short,natural,,,flowers,,1
300,738079582,Casual,Low,4.4,free,winter,halter,sleevless,natural,,,draped,,1
301,861001391,party,high,4.5,M,winter,o-neck,sleevless,,,,,,1
302,1099696103,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,,,,,0
303,1044288976,Sexy,Average,5.0,M,Summer,o-neck,sleeveless,natural,polyster,broadcloth,rivet,,0
304,890848361,vintage,Average,4.9,free,Summer,o-neck,urndowncollor,empire,,,,,0
305,929503394,vintage,Average,4.7,S,Summer,turndowncollor,short,empire,cotton,,,,0
306,1015249105,work,Average,4.9,M,Summer,sqare-collor,halfsleeve,empire,polyster,sattin,sashes,,0
307,707537639,Casual,low,4.7,L,Spring,o-neck,short,natural,chiffonfabric,chiffon,,,0
308,702984554,Casual,Average,4.8,L,Automn,o-neck,short,natural,cashmere,,,,0
309,896048351,Sexy,low,4.7,free,Spring,v-neck,sleeveless,,,,sequined,,1
310,1023830972,Casual,Average,0.0,S,Winter,slash-neck,halfsleeve,natural,nylon,broadcloth,,,0
311,959052557,Casual,Average,4.2,S,Winter,v-neck,sleevless,empire,other,chiffon,hollowout,patchwork,0
312,1246945687,Novelty,Average,0.0,free,Summer,o-neck,full,natural,cotton,sattin,hollowout,solid,0
313,510519284,Casual,Low,4.3,free,Summer,backless,sleevless,empire,chiffonfabric,chiffon,crystal,,0
314,1079958917,Casual,Average,3.7,M,Summer,boat-neck,sleevless,natural,linen,,,,0
315,1024325244,Casual,Average,5.0,free,winter,o-neck,sleevless,natural,polyster,broadcloth,lace,,1
316,841203385,Sexy,low,5.0,free,Spring,v-neck,sleevless,empire,,chiffon,,,0
317,1104504876,cute,Low,0.0,free,Winter,o-neck,sleevless,natural,,chiffon,,,0
318,1010356223,vintage,Average,4.8,M,Summer,v-neck,full,natural,rayon,poplin,,,1
319,1031230798,bohemian,Average,4.8,L,Winter,o-neck,sleevless,natural,polyster,chiffon,,solid,0
320,908989488,bohemian,Average,0.0,free,Spring,o-neck,sleevless,natural,rayon,chiffon,,striped,1
321,822081627,Sexy,Average,4.5,M,Summer,bowneck,sleevless,,cotton,chiffon,,solid,0
322,1116072373,Novelty,Medium,4.2,M,Winter,o-neck,halfsleeve,natural,polyster,chiffon,hollowout,animal,1
323,856139963,Casual,Low,5.0,free,Spring,v-neck,full,natural,cotton,,,solid,1
324,1032982013,Casual,Average,5.0,L,Winter,o-neck,thressqatar,natural,polyster,,applique,solid,0
325,879756967,Casual,Low,4.8,M,Winter,v-neck,sleevless,natural,polyster,,,print,0
326,912614690,bohemian,Low,5.0,free,Spring,o-neck,short,natural,nylon,jersey,sashes,print,1
327,1072784739,Casual,low,5.0,free,Spring,bowneck,sleevless,natural,silk,chiffon,applique,print,0
328,945651303,Casual,Low,5.0,M,Spring,o-neck,sleeevless,natural,chiffonfabric,chiffon,,solid,1
329,858212832,cute,Average,4.3,M,Summer,,,natural,cotton,chiffon,,solid,0
330,1219677488,Novelty,Average,0.0,free,winter,o-neck,short,natural,polyster,broadcloth,lace,,1
331,886501087,cute,low,0.0,L,Spring,o-neck,sleevless,empire,,,,,1
332,944264938,Sexy,Low,4.8,free,Spring,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,0
333,918722829,Sexy,Low,4.8,free,Summer,slash-neck,sleevless,empire,silk,,lace,solid,0
334,750670078,Casual,Low,4.4,M,Winter,o-neck,sleevless,natural,polyster,,,solid,0
335,1028061165,Casual,Average,4.5,M,Winter,o-neck,sleevless,natural,polyster,chiffon,ruched,striped,0
336,699738864,Casual,Low,4.7,S,Summer,o-neck,full,natural,cotton,,,patchwork,0
337,905732124,Casual,low,4.4,free,Spring,o-neck,sleevless,natural,polyster,,sashes,print,0
338,961230947,work,Average,4.9,M,Winter,slash-neck,short,natural,polyster,broadcloth,ruffles,solid,0
339,849947393,cute,Medium,4.6,free,Spring,o-neck,short,natural,chiffonfabric,,hollowout,solid,1
340,857432541,Casual,Low,4.7,free,Spring,o-neck,halfsleeve,natural,silk,chiffon,sashes,print,0
341,1088674674,Casual,Low,4.7,M,Winter,o-neck,full,empire,polyster,chiffon,,print,1
342,939250541,Casual,Average,4.8,M,Spring,o-neck,sleevless,natural,cotton,chiffon,hollowout,print,0
343,876708804,Sexy,Low,4.8,L,Summer,o-neck,sleevless,natural,cotton,,,solid,1
344,1032990258,Casual,Average,4.3,M,Spring,o-neck,halfsleeve,,,,,,1
345,880692544,Casual,Average,4.7,XL,winter,v-neck,short,empire,milksilk,,,print,0
346,958270190,Casual,Low,0.0,L,winter,v-neck,full,,,,,solid,0
347,732757918,Sexy,Average,4.7,M,Automn,slash-neck,sleevless,natural,nylon,,rivet,solid,0
348,898646576,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,,,,,1
349,950048509,Casual,high,0.0,L,winter,v-neck,full,,polyster,,,solid,0
350,754316257,Casual,Low,4.7,L,Summer,o-neck,sleevless,natural,silk,worsted,lace,patchwork,0
351,598523814,Casual,Average,4.7,free,Summer,v-neck,full,natural,cotton,,sashes,solid,0
352,774130360,Casual,Average,0.0,free,Winter,v-neck,full,,cashmere,,,solid,1
353,555727400,Casual,low,4.7,free,Summer,o-neck,capsleeves,natural,chiffonfabric,chiffon,,print,1
354,537463111,Casual,Average,4.7,M,Summer,o-neck,thressqatar,,chiffonfabric,chiffon,ruched,solid,0
355,933864550,Sexy,low,4.5,free,Summer,slash-neck,sleevless,,polyster,Corduroy,,,0
356,944930838,vintage,low,4.0,free,Summer,turndowncollor,short,natural,cotton,wollen,hollowout,solid,0
357,901346821,Sexy,low,4.7,free,Summer,v-neck,sleevless,,,,,,0
358,818295153,bohemian,low,5.0,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,print,1
359,733134203,Casual,low,4.7,S,Winter,o-neck,sleeevless,natural,knitting,,lace,solid,0
360,943414146,Sexy,Average,4.5,S,Winter,v-neck,sleevless,,polyster,,,,0
361,709353440,cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,,sashes,splice,0
362,1190383536,vintage,Low,0.0,free,Summer,o-neck,sleevless,natural,cotton,batik,,print,1
363,869138763,Casual,Average,4.1,L,winter,o-neck,sleevless,natural,polyster,,,,1
364,977173764,Casual,Average,4.2,M,winter,v-neck,full,empire,polyster,,lace,patchwork,1
365,918331326,Brief,Average,4.8,free,winter,v-neck,halfsleeve,natural,polyster,broadcloth,,solid,0
366,733715437,Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,,,,solid,0
367,955679920,Sexy,Average,4.8,S,Winter,v-neck,sleevless,empire,polyster,chiffon,lace,solid,0
368,862814652,Casual,Average,4.7,L,Winter,o-neck,sleevless,natural,polyster,chiffon,,patchwork,0
369,799301728,vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,,beading,print,0
370,1039384371,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,0
371,746518490,Sexy,Low,4.7,M,Winter,v-neck,sleevless,natural,polyster,,,striped,0
372,720665176,Casual,Average,5.0,s,Spring,turndowncollor,full,empire,cotton,worsted,,solid,0
373,1001750851,Casual,Low,1.0,M,Spring,o-neck,halfsleeve,,,chiffon,,,0
374,882975367,Sexy,Average,4.1,free,Summer,v-neck,sleevless,natural,cotton,,lace,,1
375,1069577979,Casual,Low,4.0,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,hollowout,print,0
376,1079373429,work,Average,4.7,M,Spring,v-neck,sleevless,,,,,,1
377,711704151,cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,chiffon,,solid,1
378,876761815,Casual,Low,5.0,M,Spring,o-neck,sleevless,natural,spandex,jersey,,print,0
379,1062354779,Casual,Average,4.7,M,Automn,v-neck,sleevless,natural,,chiffon,,striped,1
380,727676110,Casual,low,4.6,free,winter,o-neck,full,natural,polyster,,applique,solid,0
381,845853510,Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,jersey,pockets,solid,0
382,832090686,cute,Average,4.6,M,Automn,o-neck,thressqatar,natural,silk,chiffon,sashes,print,0
383,839305476,Casual,Low,4.6,free,Automn,o-neck,halfsleeve,natural,chiffonfabric,chiffon,,leapord,1
384,855418066,Casual,Low,4.7,L,Summer,,sleevless,,cotton,,,solid,1
385,1211480431,Sexy,Low,0.0,L,Summer,o-neck,sleevless,empire,sill,,,striped,0
386,946741571,bohemian,Average,4.0,free,Winter,o-neck,sleevless,natural,polyster,chiffon,ruffles,striped,0
387,724177834,Casual,low,4.7,free,Summer,o-neck,full,natural,cotton,,,solid,1
388,975877364,work,Average,0.0,M,Summer,v-neck,sleevless,natural,cotton,worsted,,solid,1
389,851697194,bohemian,Average,4.1,free,Summer,o-neck,thressqatar,,,,hollowout,,0
390,1108356000,Casual,Average,0.0,M,Spring,o-neck,halfsleeve,natural,,,lace,,0
391,871219565,Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,,,animal,0
392,1250787559,cute,Low,0.0,free,Spring,v-neck,sleevless,empire,chiffonfabric,chiffon,,,1
393,942245416,Casual,Average,5.0,M,Spring,o-neck,thressqatar,,spandex,,,,0
394,900108476,Casual,Low,5.0,free,winter,o-neck,full,natural,wool,,applique,solid,0
395,1019672746,vintage,Average,4.5,L,winter,o-neck,short,empire,,,sequined,patchwork,1
396,783980024,Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,,,solid,0
397,970655043,bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,,,dot,0
398,1139064593,Casual,high,0.0,L,winter,v-neck,thressqatar,natural,polyster,,ruffles,solid,1
399,939389270,Casual,Average,4.8,free,winter,o-neck,sleevless,,polyster,,sashes,solid,0
400,859321875,Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,,,patchwork,0
401,703395323,Casual,Medium,0.0,free,Winter,bowneck,full,,cashmere,knitted,,solid,1
402,1083779666,Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,,animal,0
403,966030991,party,Average,0.0,M,Summer,o-neck,full,natural,cotton,,,patchwork,1
404,866405822,bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,,,solid,0
405,941564304,Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,natural,polyster,,sashes,print,0
406,1119360745,Casual,Average,3.0,M,Spring,turndowncollor,short,empire,polyster,,sashes,patchwork,0
407,932375745,Casual,low,4.7,L,Automn,o-neck,short,natural,polyster,shiffon,,patchwork,1
408,789373177,Casual,Average,4.3,M,Automn,o-neck,sleevless,natural,polyster,,plain,solid,0
409,1135456589,Casual,Average,0.0,XL,Winter,v-neck,short,empire,polyster,shiffon,pockets,solid,1
410,932913675,Casual,Low,5.0,free,Summer,o-neck,sleevless,natural,model,jersey,plain,solid,1
411,1217548862,vintage,Average,0.0,L,Summer,sqare-collor,short,empire,cotton,chiffon,,dot,1
412,755078866,Casual,Low,4.7,free,winter,o-neck,sleevless,natural,milksilk,,,animal,0
413,1052420390,vintage,Average,5.0,M,Summer,v-neck,thressqatar,natural,polyster,,,print,0
414,924108301,Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,worsted,lace,patchwork,1
415,675980168,bohemian,Average,4.6,M,Spring,o-neck,sleevless,natural,shiffon,shiffon,sashes,solid,0
416,730603782,party,Average,4.8,M,Summer,o-neck,full,,cotton,,,solid,1
417,934830377,bohemian,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,0
418,689406468,party,very-high,4.6,free,Summer,o-neck,sleevless,empire,rayon,,hollowout,solid,0
419,870994067,cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,dot,1
420,1016250560,vintage,Average,0.0,M,Spring,o-neck,halfsleeve,empire,polyster,,lace,animal,0
421,860334943,Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,broadcloth,sashes,solid,0
422,863336720,Casual,Average,4.2,free,Summer,o-neck,sleevless,natural,cotton,worsted,,striped,1
423,835915937,Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,,ruffles,patchwork,0
424,944641715,bohemian,Low,5.0,XL,Spring,v-neck,thressqatar,natural,,shiffon,,print,1
425,869395176,Casual,Average,4.7,M,Summer,o-neck,sleevless,,cotton,,,dot,0
426,1097435333,Casual,Average,0.0,free,Summer,bowneck,halfsleeve,,cotton,,,,0
427,1124120907,Casual,Average,0.0,free,Summer,o-neck,sleevless,natural,cotton,,lace,floral,0
428,1130463523,Sexy,Medium,0.0,free,winter,o-neck,sleevless,natural,polyster,,sequined,solid,0
429,560474456,Sexy,low,4.4,free,Automn,v-neck,sleevless,natural,cotton,worsted,lace,solid,0
430,907669618,Sexy,Average,0.0,free,Spring,v-neck,full,natural,cotton,wollen,lace,solid,1
431,710089916,Brief,Average,4.9,XL,Spring,slash-neck,full,natural,,,sashes,solid,0
432,793162246,Casual,Average,4.7,XL,Summer,v-neck,halfsleeve,natural,,broadcloth,,print,1
433,1065317917,Casual,Average,0.0,free,Automn,v-neck,full,natural,cotton,,lace,solid,0
434,737461130,Casual,Average,4.8,M,Summer,v-neck,full,natural,,shiffon,,,0
435,663993130,Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,empire,,,,print,0
436,933231033,party,Average,4.7,M,Spring,o-neck,halfsleeve,empire,,shiffon,,patchwork,0
437,743417270,Sexy,low,4.4,free,Summer,bowneck,sleevless,natural,viscos,,bow,solid,0
438,798898277,bohemian,Low,4.6,free,winter,o-neck,sleevless,empire,polyster,,,patchwork,1
439,549401113,Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,,lace,solid,1
440,857189807,Sexy,Low,4.5,free,Summer,o-neck,sleevless,empire,cotton,,sashes,solid,1
441,1055149353,Sexy,Low,0.0,free,winter,v-neck,,dropped,cotton,,lace,,1
442,1199912555,Casual,Average,0.0,XL,Spring,bowneck,sleevless,natural,mix,,lace,solid,0
443,1249825438,Sexy,Average,0.0,free,Autumn,o-neck,full,natural,polyster,sattin,hollowout,solid,0
444,967191118,Sexy,Low,4.8,free,Spring,v-neck,sleevless,natural,,,,striped,1
445,871620435,Brief,Low,4.7,free,Autumn,o-neck,sleevless,natural,,shiffon,sequined,solid,0
446,865490824,Sexy,high,5.0,M,Summer,v-neck,sleevless,natural,mix,,,striped,0
447,1079955163,Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,,,patchwork,0
448,600514129,cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,,,bow,patchwork,1
449,976975672,Novelty,Average,4.9,M,Autumn,o-neck,short,natural,polyster,chiffon,none,print,0
450,720087997,Casual,Low,4.3,free,Spring,o-neck,full,,,chiffon,sashes,none,1
451,699651184,Casual,Low,4.7,S,Autumn,o-neck,sleevless,natural,cotton,,,solid,0
452,605122868,Casual,Average,4.8,L,Autumn,boat-neck,sleevless,natural,,,sashes,solid,0
453,1000425584,cute,Average,4.5,L,winter,v-neck,sleevless,natural,polyster,jersey,sashes,solid,1
454,549159213,Casual,Average,4.4,free,Summer,o-neck,capsleeves,natural,cotton,,,solid,0
455,898316315,party,Average,0.0,M,Spring,o-neck,sleevless,,,chiffon,,solid,1
456,1017484769,Sexy,Low,0.0,free,Summer,v-neck,sleevless,dropped,,,,,1
457,733025646,Casual,Low,4.8,L,Summer,v-neck,thressqatar,natural,cotton,,,print,0
458,909624960,work,Average,5.0,M,Summer,o-neck,sleveless,natural,,,,solid,1
459,1086459983,Novelty,Average,5.0,free,Summer,o-neck,sleeveless,natural,,,,print,0
460,593007494,Casual,Low,4.6,free,Spring,v-neck,sleevless,natural,silk,chiffon,draped,solid,0
461,660179663,Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,,lace,solid,0
462,1097157656,Casual,Average,4.5,L,Spring,boat-neck,thressqatar,natural,,dobby,lace,animal,1
463,751776863,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,chiffon,hollowout,solid,1
464,1253973206,cute,Low,0.0,M,Summer,boat-neck,short,,,chiffon,sashes,,0
465,828790972,party,Average,4.9,M,winter,o-neck,halfsleeve,,cotton,,lace,,1
466,933413410,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,,,,,,0
467,550959163,Casual,Low,4.4,L,Summer,o-neck,sleevless,natural,cotton,chiffon,,solid,0
468,933926000,Casual,Average,4.3,M,winter,slash-neck,sleeveless,natural,polyster,,sashes,solid,0
469,953168456,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,solid,0
470,1124754999,Sexy,Average,0.0,S,Summer,v-neck,sleevless,,,,,,1
471,832949213,Casual,Low,4.4,free,Summer,o-neck,sleevless,,,,,animal,0
472,801216472,cute,high,4.3,M,Spring,boat-neck,full,natural,polyster,terry,lace,solid,1
473,929898500,work,Average,4.8,M,winter,turndowncollor,full,natural,,,,solid,0
474,850490510,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,,lace,solid,0
475,1099394392,Sexy,Low,0.0,free,Summer,v-neck,sleevless,empire,cotton,,,solid,0
476,674885710,Casual,high,4.9,XL,winter,v-neck,full,empire,cotton,,sequined,solid,0
477,1122991519,Sexy,Low,0.0,free,winter,o-neck,sleevless,natural,lycra,chiffon,hollowout,solid,0
478,904781800,cute,Average,5.0,M,Autumn,v-neck,sleevless,natural,cotton,,,solid,0
479,974438263,cute,Low,0.0,free,Spring,v-neck,sleevless,natural,silk,worsted,lace,patchwork,1
480,875608094,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,,pockets,solid,0
481,1061890181,Casual,Average,0.0,L,Spring,o-neck,sleevless,natural,chiffonfabric,chiffon,sequined,solid,0
482,1033144189,cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,chiffon,beading,solid,1
483,860406062,Casual,Average,4.6,M,winter,v-neck,halfsleeve,natural,silk,chiffon,sashes,solid,1
484,692445545,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,,,solid,1
485,974775647,Casual,Low,5.0,M,Automn,o-neck,sleevless,empire,,chiffon,,print,1
486,1109819647,Casual,Average,0.0,free,winter,o-neck,short,natural,polyster,chiffon,cascading,solid,0
487,1223469038,Sexy,Average,0.0,free,winter,slash-neck,sleevless,natural,cotton,broadcloth,sequined,solid,1
488,511503677,Casual,Low,4.4,M,Summer,o-neck,halfsleeve,empire,chiffonfabric,chiffon,bow,solid,0
489,1190558632,cute,Average,0.0,L,Summer,o-neck,sleevless,empire,cotton,,lace,solid,1
490,641665398,Casual,Low,4.8,free,winter,bowneck,full,natural,polyster,chiffon,bow,solid,0
491,964917582,Casual,Average,5.0,L,Summer,o-neck,sleevless,natural,cotton,,,,1
492,859922576,cute,Average,4.6,M,Spring,o-neck,halfsleeve,natural,acrylic,chiffon,,,0
493,817353671,bohemian,Low,4.6,free,Summer,o-neck,sleevless,natural,cotton,chiffon,none,solid,1
494,990559192,Brief,Average,4.7,M,winter,o-neck,halfsleeve,natural,acrylic,chiffon,,striped,0
495,713391965,Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,,,solid,1
496,722565148,Sexy,Low,4.3,free,Summer,o-neck,full,empire,cotton,,,,0
497,532874347,Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,,lace,solid,1
498,655464934,Casual,Average,4.6,L,winter,boat-neck,sleevless,empire,silk,broadcloth,applique,print,1
499,919930954,Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,Corduroy,lace,solid,0
